Player,Team,Pos,Injury,Status,Est. Return
David Long,LAR,CB,Groin,Questionable,Subscribers Only
David Long,TEN,LB,Hamstring,IR,Subscribers Only
Greg Long,FA,OT,Undisclosed,Questionable,Subscribers Only
Roy Lopez,HOU,DT,Hip,Questionable,Subscribers Only
Bryce Love,FA,RB,Knee,Questionable,Subscribers Only
John Lovett,MIA,FB,Undisclosed,IR,Subscribers Only
Chase Lucas,DET,CB,Hamstring,IR,Subscribers Only
Wil Lutz,NO,K,Illness,Questionable,Subscribers Only
James Lynch,MIN,DT,Shoulder,Questionable,Subscribers Only
Ledarius Mack,FA,LB,Undisclosed,Questionable,Subscribers Only
Cole Madison,FA,OG,Knee - ACL,Questionable,Subscribers Only
Marcus Mariota,ATL,QB,Knee,IR,Subscribers Only
Kyle Markway,FA,TE,Undisclosed,Questionable,Subscribers Only
Cassius Marsh,FA,LB,Knee,Questionable,Subscribers Only
Jacob Martin,DEN,LB,Knee,IR,Subscribers Only
Justin Martin,FA,CB,Knee,Questionable,Subscribers Only
Kamal Martin,FA,LB,Undisclosed,Questionable,Subscribers Only
Marcus Martin,FA,C,Undisclosed,Questionable,Subscribers Only
Bobby Massie,FA,OT,Concussion,Questionable,Subscribers Only
Phidarian Mathis,WAS,DT,Knee - Meniscus,IR,Subscribers Only
Jordan Matthews,SF,TE,Knee - ACL,IR,Subscribers Only
Jalen Mayfield,ATL,OG,Back,IR,Subscribers Only
Tucker McCann,FA,K,Undisclosed,Questionable,Subscribers Only
Nick McCloud,NYG,CB,Illness,Questionable,Subscribers Only
Sincere McCormick,LV,RB,Undisclosed,IR,Subscribers Only
Devin McCourty,NE,S,Head,Questionable,Subscribers Only
Colt McCoy,ARI,QB,Neck,Questionable,Subscribers Only
Erik McCoy,NO,C,Calf,IR,Subscribers Only
Gerald McCoy,FA,DT,Knee,Questionable,Subscribers Only
Justin McCray,HOU,OG,Hamstring,Questionable,Subscribers Only
Codey McElroy,FA,TE,Foot,Questionable,Subscribers Only
Marcus McKethan,NYG,OG,Knee - ACL,IR,Subscribers Only
Anthony McKinney,FA,OT,Undisclosed,Questionable,Subscribers Only
Xavier McKinney,NYG,S,Hand,NFI-R,Subscribers Only
J.D. McKissic,WAS,RB,Neck,IR,Subscribers Only
Sherrick McManis,FA,S,Hamstring,Questionable,Subscribers Only
Jeremy McNichols,PIT,RB,Shoulder,IR,Subscribers Only
Jake McQuaide,DAL,C,Triceps,IR,Subscribers Only
Tony McRae,FA,CB,Knee,Questionable,Subscribers Only
Montrel Meander,FA,LB,Achilles,Questionable,Subscribers Only
Steven Means,BAL,LB,Achilles,IR,Subscribers Only
Obi Melifonwu,FA,S,Undisclosed,Questionable,Subscribers Only
Forrest Merrill,LAC,DT,Undisclosed,IR,Subscribers Only
John Metchie,HOU,WR,Illness,NFI-R,Subscribers Only
Jakobi Meyers,NE,WR,Concussion,Questionable,Subscribers Only
Matt Milano,BUF,LB,Knee,Questionable,Subscribers Only
Joshua Miles,ARI,OT,Undisclosed,IR,Subscribers Only
Anthony Miller,PIT,WR,Shoulder,IR,Subscribers Only
Von Miller,BUF,DE,Knee - ACL,IR,Subscribers Only
Jalen Mills,NE,CB,Groin,Questionable,Subscribers Only
Dax Milne,WAS,WR,Foot,Questionable,Subscribers Only
Elijah Mitchell,SF,RB,Knee - MCL,IR,Subscribers Only
Max Mitchell,NYJ,OT,Illness,NFI-R,Subscribers Only
Osirus Mitchell,FA,WR,Quadriceps,Questionable,Subscribers Only
Terrance Mitchell,TEN,CB,Hamstring,Questionable,Subscribers Only
Taquan Mizzell,FA,WR,Undisclosed,Questionable,Subscribers Only
Elijah Molden,TEN,CB,Groin,IR,Subscribers Only
Donte Moncrief,FA,WR,Undisclosed,Questionable,Subscribers Only
Smoke Monday,NO,S,Knee - ACL,IR,Subscribers Only
Ty Montgomery,NE,RB,Shoulder,IR,Subscribers Only
Darnell Mooney,CHI,WR,Ankle,IR,Subscribers Only
A.J. Moore,TEN,S,Ankle,IR,Subscribers Only
C.J. Moore,DET,S,Shoulder,Questionable,Subscribers Only
David Moore,FA,WR,Lower Leg,Questionable,Subscribers Only
J'Mon Moore,FA,WR,Undisclosed,Questionable,Subscribers Only
Jalin Moore,FA,RB,Ankle,Reserve-Ret,Subscribers Only
Kenny Moore,IND,CB,Ankle,Questionable,Subscribers Only
Rondale Moore,ARI,WR,Groin,IR,Subscribers Only
Tarvarius Moore,SF,S,Knee,Out,Subscribers Only
Emmanuel Moseley,SF,CB,Knee - ACL,IR,Subscribers Only
Morgan Moses,BAL,OT,Knee,Questionable,Subscribers Only
Jordan Mosley,FA,S,Undisclosed,Questionable,Subscribers Only
T.D. Moultry,FA,LB,Undisclosed,Questionable,Subscribers Only
Chad Muma,JAX,LB,Ankle,Questionable,Subscribers Only
Daniel Munyer,FA,C,Undisclosed,Questionable,Subscribers Only
Byron Murphy,ARI,CB,Back,Questionable,Subscribers Only
Kyle Murphy,FA,OG,Ankle,Questionable,Subscribers Only
Kyler Murray,ARI,QB,Knee - ACL,IR,Subscribers Only
Ryan Nall,FA,FB,Shoulder,Questionable,Subscribers Only
Carl Nassib,TB,LB,Pectoral,Questionable,Subscribers Only
Isaac Nauta,FA,TE,Undisclosed,Questionable,Subscribers Only
Ryan Neal,SEA,S,Knee,Questionable,Subscribers Only
Sharrod Neasman,FA,S,Undisclosed,Questionable,Subscribers Only
Nik Needham,MIA,CB,Achilles,IR,Subscribers Only
Nick Nelson,FA,CB,Undisclosed,Questionable,Subscribers Only
Steven Nelson,HOU,CB,Ankle,Questionable,Subscribers Only
Hardy Nickerson,FA,LB,Concussion,Questionable,Subscribers Only
David Njoku,CLE,TE,Knee,Questionable,Subscribers Only
Elijah Nkansah,FA,OT,Undisclosed,Questionable,Subscribers Only
Desmond Noel,FA,OG,Undisclosed,Questionable,Subscribers Only
Quinn Nordin,NE,K,Undisclosed,NFI-R,Subscribers Only
Jared Norris,FA,LB,Shoulder,Questionable,Subscribers Only
Andrew Norwell,WAS,OG,Shoulder,Questionable,Subscribers Only
Joe Noteboom,LAR,OT,Achilles,IR,Subscribers Only
Carter O'Donnell,IND,OT,Undisclosed,IR,Subscribers Only
Nick O'Leary,FA,TE,Chest,Questionable,Subscribers Only
Leon O'Neal,FA,S,Undisclosed,Questionable,Subscribers Only
Chris Odom,CLE,DE,Knee - ACL,IR,Subscribers Only
Emmanuel Ogbah,MIA,DE,Triceps,IR,Subscribers Only
Otito Ogbonnia,LAC,DT,Kneecap,IR,Subscribers Only
Cedric Ogbuehi,NYJ,OT,Groin,IR,Subscribers Only
Andrew Ogletree,IND,TE,Knee - ACL,IR,Subscribers Only
Larry Ogunjobi,PIT,DT,Toe,Questionable,Subscribers Only
Chris Okoye,FA,DT,Undisclosed,Questionable,Subscribers Only
Russell Okung,FA,OT,Calf,Questionable,Subscribers Only
Julian Okwara,DET,LB,Elbow,IR,Subscribers Only
Ed Oliver,BUF,DT,Pectoral,Questionable,Subscribers Only
Sewo Olonilua,FA,FB,Neck,Questionable,Subscribers Only
Levi Onwuzurike,DET,DE,Back,IR,Subscribers Only
Joseph Ossai,CIN,DE,Shoulder,Questionable,Subscribers Only
Joe Ostman,FA,DE,Undisclosed,Questionable,Subscribers Only
Tyler Ott,SEA,C,Shoulder,IR,Subscribers Only
Tanner Owen,FA,OT,Illness,Questionable,Subscribers Only
Jeremiah Owusu-Koramoah,CLE,LB,Foot,IR,Subscribers Only
Mike Panasiuk,FA,C,Undisclosed,Questionable,Subscribers Only
Andrew Parchment,FA,WR,Undisclosed,Questionable,Subscribers Only
Donald Parham,LAC,TE,Hamstring,IR-R,Subscribers Only
Brandon Parker,LV,OT,Triceps,IR,Subscribers Only
DeVante Parker,NE,WR,Head,Questionable,Subscribers Only
Aaron Patrick,DEN,LB,Knee - ACL,IR,Subscribers Only
Lucas Patrick,CHI,C,Toe,IR,Subscribers Only
Tim Patrick,DEN,WR,Knee - ACL,IR,Subscribers Only
Rashaad Penny,SEA,RB,Ankle,IR,Subscribers Only
Ronnie Perkins,NE,LB,Undisclosed,IR,Subscribers Only
Ricky Person,BAL,RB,Undisclosed,Reserve-Ex,Subscribers Only
Kyle Philips,TEN,WR,Hamstring,IR,Subscribers Only
Harrison Phillips,MIN,DT,Back,Questionable,Subscribers Only
Jacob Phillips,CLE,LB,Pectoral,IR,Subscribers Only
Jordan Phillips,BUF,DT,Shoulder,Questionable,Subscribers Only
Kyle Phillips,FA,DE,Undisclosed,Questionable,Subscribers Only
Kenny Pickett,PIT,QB,Concussion,Questionable,Subscribers Only
Dameon Pierce,HOU,RB,Ankle,Doubtful,Subscribers Only
Michael Pierce,BAL,DT,Biceps,IR,Subscribers Only
Kevin Pierre-Louis,HOU,LB,Groin,IR,Subscribers Only
Trey Pipkins,LAC,OT,Knee,Questionable,Subscribers Only
Kyle Pitts,ATL,TE,Knee - MCL,IR,Subscribers Only
Carlins Platel,PIT,CB,Lower Body,IR,Subscribers Only
Ethan Pocic,CLE,C,Knee,IR,Subscribers Only
Quentin Poling,FA,LB,Undisclosed,Questionable,Subscribers Only
Elijah Ponder,FA,LB,Undisclosed,Questionable,Subscribers Only
Troymaine Pope,FA,RB,Undisclosed,Questionable,Subscribers Only
Bobby Price,DET,CB,Knee,IR,Subscribers Only
D'Vonte Price,FA,RB,Undisclosed,Out,Subscribers Only
Austin Proehl,FA,WR,Undisclosed,Questionable,Subscribers Only
Justin Pugh,ARI,OG,Knee,IR,Subscribers Only
Brock Purdy,SF,QB,Oblique,Questionable,Subscribers Only
Robert Quinn,PHI,DE,Knee,IR,Subscribers Only
Brent Qvale,FA,OT,Undisclosed,Questionable,Subscribers Only
Trey Ragas,FA,RB,Undisclosed,Questionable,Subscribers Only
Frank Ragnow,DET,C,Foot,Questionable,Subscribers Only
Clint Ratkovich,FA,RB,Knee - ACL,Questionable,Subscribers Only
LaBryan Ray,FA,DE,Undisclosed,Out,Subscribers Only
Alex Redmond,FA,OG,Undisclosed,Questionable,Subscribers Only
Hunter Renfrow,LV,WR,Oblique,IR-R,Subscribers Only
Sam Renner,FA,DT,Undisclosed,Questionable,Subscribers Only
Craig Reynolds,DET,RB,Ribs,IR-R,Subscribers Only
Ross Reynolds,FA,OG,Undisclosed,Questionable,Subscribers Only
Sean Rhyan,GB,OG,Suspension,Reserve-Sus,Subscribers Only
Will Richardson,FA,OG,Ankle,Questionable,Subscribers Only
Hassan Ridgeway,SF,DT,Pectoral,Out,Subscribers Only
Calvin Ridley,JAX,WR,Suspension,Reserve-Sus,Subscribers Only
Curtis Riley,FA,S,Achilles,Questionable,Subscribers Only
Dalton Risner,DEN,OG,Shoulder,Questionable,Subscribers Only
Chauncey Rivers,FA,LB,Knee - ACL,Questionable,Subscribers Only
Derek Rivers,HOU,DE,Biceps,IR,Subscribers Only
Tre Roberson,FA,CB,Concussion,Questionable,Subscribers Only
Andre Roberts,CAR,WR,Knee - PCL,IR,Subscribers Only
A'Shawn Robinson,LAR,DT,Knee - Meniscus,IR,Subscribers Only
Aaron Robinson,NYG,CB,Knee - ACL + MCL,IR,Subscribers Only
Allen Robinson,LAR,WR,Foot,IR,Subscribers Only
Alton Robinson,SEA,DE,Knee - PCL,IR,Subscribers Only
Brian Robinson,WAS,RB,Quadriceps,Questionable,Subscribers Only
Rashard Robinson,FA,CB,Undisclosed,Questionable,Subscribers Only
Reggie Robinson,FA,CB,Undisclosed,Questionable,Subscribers Only
Wan'Dale Robinson,NYG,WR,Knee - ACL,IR,Subscribers Only
Bryce Rodgers,FA,DT,Undisclosed,Questionable,Subscribers Only
Richard Rodgers,LAC,TE,Knee,IR,Subscribers Only
Armani Rogers,WAS,TE,Knee,IR,Subscribers Only
Aldrick Rosas,FA,K,Undisclosed,Questionable,Subscribers Only
Daniel Ross,FA,DT,Undisclosed,Questionable,Subscribers Only
Josh Ross,BAL,LB,Foot,IR,Subscribers Only
Justyn Ross,KC,WR,Foot,IR,Subscribers Only
Bunmi Rotimi,FA,DE,Foot,Questionable,Subscribers Only
Chase Roullier,WAS,C,Knee,IR,Subscribers Only
Eric Rowe,MIA,S,Hamstring,Questionable,Subscribers Only
Christian Sam,FA,LB,Undisclosed,Questionable,Subscribers Only
Dru Samia,FA,OG,Undisclosed,Questionable,Subscribers Only
Drew Sample,CIN,TE,Knee - MCL,IR,Subscribers Only
Deebo Samuel,SF,WR,Knee - MCL,Out,Subscribers Only
Rigoberto Sanchez,IND,P,Achilles,IR,Subscribers Only
Darnell Savage,GB,S,Foot,Questionable,Subscribers Only
Jordan Scarlett,FA,RB,Knee,Questionable,Subscribers Only
Brandon Scherff,JAX,OG,Abdomen,Questionable,Subscribers Only
Cole Schneider,FA,C,Ankle,Questionable,Subscribers Only
Anthony Schwartz,CLE,WR,Concussion,IR,Subscribers Only
Vernon Scott,GB,S,Shoulder,IR,Subscribers Only
Austin Seibert,FA,K,Groin,Questionable,Subscribers Only
Greg Senat,NYJ,OT,Undisclosed,NFI-R,Subscribers Only
Mathew Sexton,FA,WR,Undisclosed,Questionable,Subscribers Only
Justin Shaffer,FA,OG,Undisclosed,Out,Subscribers Only
Adam Shaheen,MIA,TE,Knee,IR,Subscribers Only
Aaron Shampklin,FA,RB,Ankle,Questionable,Subscribers Only
Liam Shanahan,FA,C,Undisclosed,Questionable,Subscribers Only
Tajae Sharpe,FA,WR,Undisclosed,Questionable,Subscribers Only
Ty Shelby,FA,LB,Groin,Questionable,Subscribers Only
Sterling Shepard,NYG,WR,Knee - ACL,IR,Subscribers Only
A.Q. Shipley,FA,C,Neck,Questionable,Subscribers Only
Trevor Siemian,CHI,QB,Oblique,IR,Subscribers Only
Jeffery Simmons,TEN,DT,Ankle,Questionable,Subscribers Only
Lachavious Simmons,FA,OG,Undisclosed,Out,Subscribers Only
Cam Sims,WAS,WR,Back,Questionable,Subscribers Only
Arryn Siposs,PHI,P,Ankle,IR,Subscribers Only
Tuzar Skipper,FA,LB,Undisclosed,Questionable,Subscribers Only
Rashawn Slater,LAC,OT,Biceps,IR,Subscribers Only
Brandon Smith,CAR,LB,Ankle,Questionable,Subscribers Only
Elerson Smith,NYG,LB,Achilles,Questionable,Subscribers Only
Harrison Smith,MIN,S,Neck,Questionable,Subscribers Only
Irv Smith,MIN,TE,Ankle,IR,Subscribers Only
Jordan Smith,JAX,LB,Knee,IR,Subscribers Only
Kaden Smith,FA,TE,Knee,Questionable,Subscribers Only
Lecitus Smith,ARI,OG,Ankle,Questionable,Subscribers Only
Maurice Smith,FA,S,Undisclosed,Questionable,Subscribers Only
Saivion Smith,FA,S,Neck,Out,Subscribers Only
Tyreke Smith,SEA,LB,Hip,IR,Subscribers Only
Tyron Smith,DAL,OT,Knee,IR-R,Subscribers Only
Jaxon Smith-Njigba,FA,WR,Hamstring,Questionable,Subscribers Only
James Smith-Williams,WAS,DE,Concussion,Questionable,Subscribers Only
Durham Smythe,MIA,TE,Quadriceps,Questionable,Subscribers Only
Dylan Soehner,FA,TE,Undisclosed,Questionable,Subscribers Only
Jeremy Sprinkle,FA,TE,Achilles,Questionable,Subscribers Only
Benjamin St-Juste,WAS,CB,Ankle,Questionable,Subscribers Only
Matthew Stafford,LAR,QB,Neck,IR,Subscribers Only
Taylor Stallworth,HOU,DT,Calf,Questionable,Subscribers Only
Jayson Stanley,FA,CB,Knee,Questionable,Subscribers Only
Terence Steele,DAL,OT,Knee - ACL + MCL,IR,Subscribers Only
Caden Sterns,DEN,S,Hip,IR,Subscribers Only
Rhamondre Stevenson,NE,RB,Ankle,Questionable,Subscribers Only
Tyarise Stevenson,FA,DT,Shoulder - AC Joint,Questionable,Subscribers Only
Darius Stills,FA,DT,Undisclosed,Questionable,Subscribers Only
Derek Stingley,HOU,CB,Hamstring,Questionable,Subscribers Only
Aaron Stinnie,TB,OG,Knee - ACL + MCL,IR,Subscribers Only
Eric Stokes,GB,CB,Ankle,IR,Subscribers Only
Dillon Stoner,FA,WR,Undisclosed,Out,Subscribers Only
Jordan Stout,BAL,P,Knee,Questionable,Subscribers Only
Eli Stove,FA,WR,Knee - ACL,Questionable,Subscribers Only
Mike Strachan,IND,WR,Concussion,Questionable,Subscribers Only
Andrew Stueber,NE,OT,Hamstring,NFI-R,Subscribers Only
Nick Sundberg,FA,C,Elbow,Questionable,Subscribers Only
Chazz Surratt,FA,LB,Hamstring,Questionable,Subscribers Only
Sage Surratt,FA,TE,Undisclosed,Questionable,Subscribers Only
Cameron Sutton,PIT,CB,Neck,Questionable,Subscribers Only
Courtland Sutton,DEN,WR,Hamstring,Questionable,Subscribers Only
Montez Sweat,WAS,DE,Concussion,Questionable,Subscribers Only
Donte Sylencieux,FA,WR,Undisclosed,Questionable,Subscribers Only
Myron Tagovailoa-Amosa,FA,DE,Undisclosed,Out,Subscribers Only
Sione Takitaki,CLE,LB,Knee - ACL,IR,Subscribers Only
Ryan Tannehill,TEN,QB,Ankle,Questionable,Subscribers Only
Calvin Taylor,FA,DE,Undisclosed,Questionable,Subscribers Only
Trent Taylor,CIN,WR,Hamstring,Questionable,Subscribers Only
Vincent Taylor,ATL,DT,Achilles,IR,Subscribers Only
Isaac Taylor-Stuart,DAL,CB,Ankle,IR,Subscribers Only
Sam Tevi,FA,OT,Knee - ACL,Questionable,Subscribers Only
Ambry Thomas,SF,CB,Ankle,Questionable,Subscribers Only
Jordan Thomas,FA,TE,Undisclosed,Questionable,Subscribers Only
Michael Thomas,NO,WR,Toe,IR,Subscribers Only
Stantley Thomas-Oliver,CAR,CB,Thigh,IR,Subscribers Only
DeAndre Thompkins,FA,WR,Undisclosed,Questionable,Subscribers Only
Chris Thompson,FA,WR,Undisclosed,Questionable,Subscribers Only
Cody Thompson,SEA,WR,Shoulder,IR,Subscribers Only
Colin Thompson,FA,TE,Calf,Questionable,Subscribers Only
Levine Toilolo,FA,TE,Achilles,Questionable,Subscribers Only
Khalan Tolson,FA,LB,Undisclosed,Questionable,Subscribers Only
Kadarius Toney,KC,WR,Hamstring,Questionable,Subscribers Only
Brett Toth,PHI,OT,Knee,PUP-R,Subscribers Only
Andrew Trainer,LAC,OT,Undisclosed,IR,Subscribers Only
Adam Trautman,NO,TE,Ankle,Questionable,Subscribers Only
Joe Tryon-Shoyinka,TB,LB,Hip,Questionable,Subscribers Only
Casey Tucker,DEN,OT,Toe,IR,Subscribers Only
Jacob Tuioti-Mariner,FA,LB,Knee,Questionable,Subscribers Only
Marlon Tuipulotu,PHI,DT,Knee,IR,Subscribers Only
Laremy Tunsil,HOU,OT,Illness,Questionable,Subscribers Only
Billy Turner,DEN,OT,Knee,IR,Subscribers Only
Payton Turner,NO,DE,Ankle,Questionable,Subscribers Only
Trai Turner,WAS,OG,Ankle,Questionable,Subscribers Only
John Ursua,FA,WR,Knee - ACL,Questionable,Subscribers Only
Eyioma Uwazurike,DEN,DE,Illness,Questionable,Subscribers Only
Halapoulivaati Vaitai,DET,OG,Back,IR,Subscribers Only
Vita Vea,TB,DT,Calf,Questionable,Subscribers Only
Alijah Vera-Tucker,NYJ,OT,Triceps,IR,Subscribers Only
Olivier Vernon,FA,DE,Achilles,Questionable,Subscribers Only
Jason Verrett,SF,CB,Achilles,IR,Subscribers Only
Nick Vigil,ARI,LB,Hamstring,IR,Subscribers Only
Kindle Vildor,CHI,CB,Ankle,Questionable,Subscribers Only
Andrew Vollert,FA,TE,Ankle,Questionable,Subscribers Only
Tyler Vrabel,FA,OT,Undisclosed,Out,Subscribers Only
Barrington Wade,FA,LB,Undisclosed,Questionable,Subscribers Only
Matt Waletzko,DAL,OT,Shoulder,IR,Subscribers Only
Anthony Walker,CLE,LB,Quadriceps,IR,Subscribers Only
Michael Walker,FA,WR,Undisclosed,Questionable,Subscribers Only
Tracy Walker,DET,S,Achilles,IR,Subscribers Only
Travon Walker,JAX,LB,Ankle,Questionable,Subscribers Only
Tylan Wallace,BAL,WR,Hamstring,IR,Subscribers Only
Darren Waller,LV,TE,Hamstring,IR-R,Subscribers Only
Denzel Ward,CLE,CB,Shoulder,Questionable,Subscribers Only
Jihad Ward,NYG,DE,Concussion,Questionable,Subscribers Only
Charles Washington,ARI,S,Chest,Questionable,Subscribers Only
Dwayne Washington,NO,RB,Illness,Questionable,Subscribers Only
Keith Washington,FA,CB,Wrist,Questionable,Subscribers Only
Quez Watkins,PHI,WR,Shoulder,Questionable,Subscribers Only
Armani Watts,IND,S,Ankle,IR,Subscribers Only
Stephen Weatherly,CLE,DE,Knee,IR,Subscribers Only
Isaac Weaver,LAC,C,Undisclosed,IR,Subscribers Only
Marcus Webb,FA,DE,Undisclosed,Questionable,Subscribers Only
Mark Webb,FA,S,Knee,Questionable,Subscribers Only
Ken Webster,FA,CB,Undisclosed,Questionable,Subscribers Only
Pete Werner,NO,LB,Ankle,Questionable,Subscribers Only
Trevon Wesco,CHI,TE,Leg,Questionable,Subscribers Only
Antoine Wesley,ARI,WR,Quadriceps,IR,Subscribers Only
Isaiah Weston,CLE,WR,Knee,IR,Subscribers Only
Tershawn Wharton,KC,DT,Knee - ACL,IR,Subscribers Only
Keric Wheatfall,FA,WR,Undisclosed,Questionable,Subscribers Only
DeAndrew White,FA,WR,Undisclosed,Questionable,Subscribers Only
Drew White,WAS,LB,Knee,IR,Subscribers Only
Javin White,CHI,LB,Knee - ACL,IR,Subscribers Only
Kevin White,FA,WR,Illness,Questionable,Subscribers Only
Mike White,NYJ,QB,Ribs,Questionable,Subscribers Only
Kristian Wilkerson,NE,WR,Concussion,IR,Subscribers Only
Kenny Willekes,MIN,DE,Undisclosed,IR,Subscribers Only
Chad Williams,FA,WR,Undisclosed,Questionable,Subscribers Only
Darious Williams,JAX,CB,Abdomen,Questionable,Subscribers Only
Darrel Williams,ARI,RB,Hip,IR,Subscribers Only
Duke Williams,FA,WR,Hamstring,Questionable,Subscribers Only
Jarrid Williams,FA,OT,Undisclosed,Questionable,Subscribers Only
Javonte Williams,DEN,RB,Knee - ACL,IR,Subscribers Only
Joejuan Williams,NE,CB,Shoulder,IR,Subscribers Only
Leonard Williams,NYG,DE,Neck,Questionable,Subscribers Only
Nick Williams,NYG,DT,Biceps,IR,Subscribers Only
P.J. Williams,NO,S,Knee,Questionable,Subscribers Only
Quinnen Williams,NYJ,DT,Calf,Questionable,Subscribers Only
Trill Williams,MIA,S,Knee - ACL,IR,Subscribers Only
Tyrell Williams,FA,WR,Concussion,Questionable,Subscribers Only
Chris Williamson,FA,CB,Undisclosed,Questionable,Subscribers Only
Marcus Willoughby,FA,DE,Undisclosed,Questionable,Subscribers Only
Brandon Wilson,CIN,S,Knee,PUP-R,Subscribers Only
Jeff Wilson,MIA,RB,Hip,Questionable,Subscribers Only
Marco Wilson,ARI,CB,Undisclosed,Questionable,Subscribers Only
Russell Wilson,DEN,QB,Concussion,Questionable,Subscribers Only
Tavon Wilson,FA,S,Foot,Questionable,Subscribers Only
Antoine Winfield,TB,S,Ankle,Questionable,Subscribers Only
Andrew Wingard,JAX,S,Shoulder,Questionable,Subscribers Only
Tristan Wirfs,TB,OT,Ankle,Doubtful,Subscribers Only
Ahkello Witherspoon,PIT,CB,Hamstring,IR,Subscribers Only
Eli Wolf,WAS,TE,Undisclosed,IR,Subscribers Only
John Wolford,LAR,QB,Neck,Out,Subscribers Only
Samuel Womack,SF,CB,Concussion,Out,Subscribers Only
Al Woods,SEA,DT,Achilles,Questionable,Subscribers Only
Antwaun Woods,FA,DT,Undisclosed,Out,Subscribers Only
Robert Woods,TEN,WR,Illness,Questionable,Subscribers Only
Xavier Woods,CAR,S,Knee,Questionable,Subscribers Only
Daryl Worley,BAL,CB,Hamstring,IR,Subscribers Only
Chris Wormley,PIT,DE,Knee - ACL,IR,Subscribers Only
Nate Wozniak,FA,OT,Undisclosed,Reserve-Ret,Subscribers Only
Isaiah Wynn,NE,OT,Foot,Questionable,Subscribers Only
Rock Ya-Sin,LV,CB,Knee,Questionable,Subscribers Only
Chase Young,WAS,DE,Knee - ACL + MCL,Questionable,Subscribers Only
Tavon Young,FA,CB,Undisclosed,Questionable,Subscribers Only
Kevin Zeitler,BAL,OG,Knee,Questionable,Subscribers Only
Justin Zimmer,MIA,DT,Back,Questionable,Subscribers Only
